Image,Point,Latitude,Longitude,Object Type,Coordinates,Probability,Bounding Box Center,Normalized Bounding Box Center
/content/tif_images/image_264.tif,5,36.230113849,36.149977573,collapsed,"[272.6012268066406, 484.4930725097656, 396.6488342285156, 572.1636962890625]",0.6552431583404541,"[334.6250305175781, 528.3283843994141]","[0.5228516101837158, 0.8255131006240845]"
/content/tif_images/image_264.tif,14,36.229877897,36.149017836,collapsed,"[0.0, 593.739013671875, 119.60173797607422, 639.847412109375]",0.3761574029922485,"[59.80086898803711, 616.793212890625]","[0.09343885779380798, 0.9637393951416016]"
/content/tif_images/image_264.tif,15,36.230083624,36.149932273,collapsed,"[251.0399169921875, 483.689208984375, 392.26654052734375, 595.6319580078125]",0.3111584186553955,"[321.6532287597656, 539.6605834960938]","[0.5025831699371338, 0.8432196617126465]"
/content/tif_images/image_700.tif,9,36.202591357,36.15923604,collapsed,"[145.99600219726562, 316.5135498046875, 269.6111755371094, 432.32275390625]",0.6231207251548767,"[207.8035888671875, 374.41815185546875]","[0.3246931076049805, 0.5850283622741699]"
/content/tif_images/image_700.tif,10,36.202854454,36.159093353,collapsed,"[132.7778778076172, 242.37557983398438, 201.0385284423828, 309.1761169433594]",0.5225098133087158,"[166.908203125, 275.7758483886719]","[0.2607940673828125, 0.4308997631072998]"
/content/tif_images/image_589.tif,11,36.20991032,36.152386047,collapsed,"[134.39324951171875, 148.80072021484375, 232.9033203125, 270.87738037109375]",0.5906355977058411,"[183.64828491210938, 209.83905029296875]","[0.2869504451751709, 0.32787351608276366]"
/content/tif_images/image_589.tif,17,36.210070248,36.15303315,collapsed,"[325.1661376953125, 115.12520599365234, 412.89666748046875, 184.62991333007812]",0.323397547006607,"[369.0314025878906, 149.87755966186523]","[0.5766115665435791, 0.23418368697166442]"
/content/tif_images/image_589.tif,18,36.208939758,36.153910497,collapsed,"[600.7950439453125, 527.6470947265625, 639.9554443359375, 619.8101806640625]",0.3131747841835022,"[620.375244140625, 573.7286376953125]","[0.9693363189697266, 0.8964509963989258]"
/content/tif_images/image_457.tif,22,36.217895933,36.159609845,collapsed,"[448.39117431640625, 526.0374755859375, 509.51483154296875, 615.3709716796875]",0.4759536683559418,"[478.9530029296875, 570.7042236328125]","[0.7483640670776367, 0.8917253494262696]"
/content/tif_images/image_457.tif,26,36.217789978,36.160038314,collapsed,"[564.609619140625, 580.862548828125, 638.793212890625, 639.949951171875]",0.2600737512111664,"[601.701416015625, 610.40625]","[0.940158462524414, 0.953759765625]"
